name,num_qubits,width,depth,num_cnot,num_t,num_2qbit,num_3qbit
qpeexact_indep_qiskit_38.qasm,38,75,113,0,0,721,0
qft_indep_qiskit_98.qasm,98,294,197,0,0,4802,0
su2random_indep_qiskit_38.qasm,38,76,154,2109,0,2109,0
realamprandom_indep_qiskit_89.qasm,89,178,358,11748,0,11748,0
random_indep_qiskit_98.qasm,98,196,1259,5892,278,10975,639
wstate_indep_qiskit_129.qasm,129,258,259,128,0,256,0
qpeinexact_indep_qiskit_119.qasm,119,237,356,0,0,7080,0
ghz_indep_qiskit_79.qasm,79,158,80,78,0,78,0
portfoliovqe_indep_qiskit_16.qasm,16,32,66,0,0,360,0
ghz_indep_qiskit_96.qasm,96,192,97,95,0,95,0
twolocalrandom_indep_qiskit_30.qasm,30,60,122,1305,0,1305,0
ghz_indep_qiskit_117.qasm,117,234,118,116,0,116,0
qpeexact_indep_qiskit_43.qasm,43,85,128,0,0,924,0
su2random_indep_qiskit_43.qasm,43,86,174,2709,0,2709,0
su2random_indep_qiskit_5.qasm,5,10,22,30,0,30,0
random_indep_qiskit_117.qasm,117,234,1592,8452,437,15651,920
graphstate_indep_qiskit_27.qasm,27,54,10,0,0,27,0
wstate_indep_qiskit_31.qasm,31,62,63,30,0,60,0
ae_indep_qiskit_13.qasm,13,26,72,24,0,90,0
qnn_indep_qiskit_122.qasm,122,244,1215,29645,0,29645,0
twolocalrandom_indep_qiskit_88.qasm,88,176,354,11484,0,11484,0
twolocalrandom_indep_qiskit_2.qasm,2,4,8,3,0,4,0
su2random_indep_qiskit_109.qasm,109,218,438,17658,0,17658,0
qftentangled_indep_qiskit_105.qasm,105,210,213,104,0,5616,0
qnn_indep_qiskit_93.qasm,93,186,925,17204,0,17204,0
twolocalrandom_indep_qiskit_67.qasm,67,134,270,6633,0,6633,0
realamprandom_indep_qiskit_121.qasm,121,242,486,21780,0,21780,0
qpeexact_indep_qiskit_4.qasm,4,7,9,0,0,5,0
portfoliovqe_indep_qiskit_9.qasm,9,18,38,0,0,108,0
wstate_indep_qiskit_105.qasm,105,210,211,104,0,208,0
qftentangled_indep_qiskit_92.qasm,92,184,187,91,0,4323,0
vqe_indep_qiskit_10.qasm,10,20,15,18,0,18,0
su2random_indep_qiskit_14.qasm,14,28,58,273,0,273,0
qpeexact_indep_qiskit_14.qasm,14,27,35,0,0,94,0
qpeexact_indep_qiskit_126.qasm,126,251,377,0,0,7937,0
wstate_indep_qiskit_89.qasm,89,178,179,88,0,176,0
graphstate_indep_qiskit_70.qasm,70,140,8,0,0,70,0
wstate_indep_qiskit_66.qasm,66,132,133,65,0,130,0
ae_indep_qiskit_44.qasm,44,88,258,86,0,989,0
qpeinexact_indep_qiskit_49.qasm,49,97,146,0,0,1200,0
qft_indep_qiskit_101.qasm,101,303,203,0,0,5100,0
qftentangled_indep_qiskit_113.qasm,113,226,229,112,0,6496,0
ghz_indep_qiskit_38.qasm,38,76,39,37,0,37,0
twolocalrandom_indep_qiskit_71.qasm,71,142,286,7455,0,7455,0
qnn_indep_qiskit_85.qasm,85,170,845,14364,0,14364,0
ghz_indep_qiskit_8.qasm,8,16,9,7,0,7,0
graphstate_indep_qiskit_89.qasm,89,178,10,0,0,89,0
qpeexact_indep_qiskit_130.qasm,130,259,389,0,0,8449,0
qftentangled_indep_qiskit_84.qasm,84,168,171,83,0,3611,0
wstate_indep_qiskit_113.qasm,113,226,227,112,0,224,0
qft_indep_qiskit_117.qasm,117,351,235,0,0,6844,0
ae_indep_qiskit_119.qasm,119,238,708,236,0,7139,0
ae_indep_qiskit_52.qasm,52,104,306,102,0,1377,0
wstate_indep_qiskit_70.qasm,70,140,141,69,0,138,0
graphstate_indep_qiskit_66.qasm,66,132,9,0,0,66,0
pricingput_indep_qiskit_13.qasm,13,26,205,92,0,98,30
qnn_indep_qiskit_9.qasm,9,18,85,152,0,152,0
twolocalrandom_indep_qiskit_129.qasm,129,258,518,24768,0,24768,0
twolocalrandom_indep_qiskit_26.qasm,26,52,106,975,0,975,0
ghz_indep_qiskit_80.qasm,80,160,81,79,0,79,0
qaoa_indep_qiskit_7.qasm,7,14,10,0,0,14,0
pricingcall_indep_qiskit_15.qasm,15,30,343,160,0,167,36
qwalk-noancilla_indep_qiskit_12.qasm,12,24,49004,24498,0,48894,6
su2random_indep_qiskit_55.qasm,55,110,222,4455,0,4455,0
qpeexact_indep_qiskit_55.qasm,55,109,164,0,0,1512,0
ghz_indep_qiskit_101.qasm,101,202,102,100,0,100,0
wstate_indep_qiskit_27.qasm,27,54,55,26,0,52,0
graphstate_indep_qiskit_31.qasm,31,62,8,0,0,31,0
random_indep_qiskit_101.qasm,101,202,1424,6666,312,12324,693
graphstate_indep_qiskit_121.qasm,121,242,9,0,0,121,0
qnn_indep_qiskit_2.qasm,2,4,12,5,0,6,0
qpeinexact_indep_qiskit_104.qasm,104,207,311,0,0,5407,0
qnn_indep_qiskit_36.qasm,36,72,355,2555,0,2555,0
twolocalrandom_indep_qiskit_122.qasm,122,244,490,22143,0,22143,0
ghz_indep_qiskit_64.qasm,64,128,65,63,0,63,0
dj_indep_qiskit_41.qasm,41,81,43,40,0,40,0
dj_indep_qiskit_117.qasm,117,233,119,116,0,116,0
qftentangled_indep_qiskit_37.qasm,37,74,77,36,0,720,0
graphstate_indep_qiskit_5.qasm,5,10,6,0,0,5,0
random_indep_qiskit_11.qasm,11,22,92,79,7,123,8
qft_indep_qiskit_11.qasm,11,33,23,0,0,60,0
su2random_indep_qiskit_114.qasm,114,228,458,19323,0,19323,0
ghz_indep_qiskit_33.qasm,33,66,34,32,0,32,0
twolocalrandom_indep_qiskit_95.qasm,95,190,382,13395,0,13395,0
qnn_indep_qiskit_61.qasm,61,122,605,7380,0,7380,0
qftentangled_indep_qiskit_118.qasm,118,236,239,117,0,7079,0
dj_indep_qiskit_16.qasm,16,31,18,15,0,15,0
ghz_indep_qiskit_3.qasm,3,6,4,2,0,2,1
wstate_indep_qiskit_94.qasm,94,188,189,93,0,186,0
graphstate_indep_qiskit_82.qasm,82,164,8,0,0,82,0
wstate_indep_qiskit_118.qasm,118,236,237,117,0,234,0
qft_indep_qiskit_46.qasm,46,138,93,0,0,1058,0
qpeinexact_indep_qiskit_54.qasm,54,107,161,0,0,1457,0
random_indep_qiskit_46.qasm,46,92,583,1382,71,2480,133
realamprandom_indep_qiskit_57.qasm,57,114,230,4788,0,4788,0
qftentangled_indep_qiskit_60.qasm,60,120,123,59,0,1859,0
ae_indep_qiskit_59.qasm,59,118,348,116,0,1769,0
ae_indep_qiskit_112.qasm,112,224,666,222,0,6327,0
qnn_indep_qiskit_129.qasm,129,258,1285,33152,0,33152,0
qnn_indep_qiskit_77.qasm,77,154,765,11780,0,11780,0
twolocalrandom_indep_qiskit_83.qasm,83,166,334,10209,0,10209,0
twolocalrandom_indep_qiskit_9.qasm,9,18,38,108,0,108,0
ghz_indep_qiskit_25.qasm,25,50,26,24,0,24,0
su2random_indep_qiskit_102.qasm,102,204,410,15453,0,15453,0
qnn_indep_qiskit_98.qasm,98,196,975,19109,0,19109,0
qftentangled_indep_qiskit_99.qasm,99,198,201,98,0,4998,0
graphstate_indep_qiskit_94.qasm,94,188,9,0,0,94,0
wstate_indep_qiskit_82.qasm,82,164,165,81,0,162,0
qwalk-v-chain_indep_qiskit_21.qasm,21,42,614,6,0,6,600
ae_indep_qiskit_104.qasm,104,208,618,206,0,5459,0
qaoa_indep_qiskit_14.qasm,14,28,10,0,0,28,0
qftentangled_indep_qiskit_76.qasm,76,152,155,75,0,2963,0
realamprandom_indep_qiskit_41.qasm,41,82,166,2460,0,2460,0
random_indep_qiskit_50.qasm,50,100,605,1538,78,2800,183
qpeinexact_indep_qiskit_42.qasm,42,83,125,0,0,881,0
qft_indep_qiskit_50.qasm,50,150,101,0,0,1250,0
qwalk-v-chain_indep_qiskit_5.qasm,5,10,38,6,0,6,24
ghz_indep_qiskit_72.qasm,72,144,73,71,0,71,0
qnn_indep_qiskit_20.qasm,20,40,195,779,0,779,0
qpeinexact_indep_qiskit_112.qasm,112,223,335,0,0,6271,0
dj_indep_qiskit_57.qasm,57,113,59,56,0,56,0
qpeexact_indep_qiskit_48.qasm,48,95,143,0,0,1151,0
su2random_indep_qiskit_48.qasm,48,96,194,3384,0,3384,0
qpeinexact_indep_qiskit_15.qasm,15,29,44,0,0,112,0
realamprandom_indep_qiskit_16.qasm,16,32,66,360,0,360,0
qftentangled_indep_qiskit_21.qasm,21,42,45,20,0,240,0
dj_indep_qiskit_5.qasm,5,9,7,4,0,4,0
dj_indep_qiskit_101.qasm,101,201,103,100,0,100,0
ae_indep_qiskit_18.qasm,18,36,102,34,0,170,0
realamprandom_indep_qiskit_106.qasm,106,212,426,16695,0,16695,0
ae_indep_qiskit_2.qasm,2,4,6,2,0,3,0
twolocalrandom_indep_qiskit_40.qasm,40,80,162,2340,0,2340,0
qftentangled_indep_qiskit_122.qasm,122,244,247,121,0,7563,0
qnn_indep_qiskit_105.qasm,105,210,1045,21944,0,21944,0
qft_indep_qiskit_126.qasm,126,378,253,0,0,7938,0
ae_indep_qiskit_63.qasm,63,126,372,124,0,2015,0
graphstate_indep_qiskit_57.qasm,57,114,7,0,0,57,0
wstate_indep_qiskit_41.qasm,41,82,83,40,0,80,0
portfolioqaoa_indep_qiskit_13.qasm,13,39,55,0,0,234,0
ae_indep_qiskit_128.qasm,128,256,762,254,0,8255,0
qpeexact_indep_qiskit_33.qasm,33,65,98,0,0,544,0
qpeexact_indep_qiskit_101.qasm,101,201,302,0,0,5100,0
wstate_indep_qiskit_122.qasm,122,244,245,121,0,242,0
qpeinexact_indep_qiskit_81.qasm,81,161,242,0,0,3280,0
qft_indep_qiskit_93.qasm,93,279,187,0,0,4324,0
su2random_indep_qiskit_33.qasm,33,66,134,1584,0,1584,0
realamprandom_indep_qiskit_82.qasm,82,164,330,9963,0,9963,0
random_indep_qiskit_93.qasm,93,186,1220,5476,256,10092,584
twolocalrandom_indep_qiskit_17.qasm,17,34,70,408,0,408,0
dj_indep_qiskit_94.qasm,94,187,96,93,0,93,0
grover-noancilla_indep_qiskit_11.qasm,11,22,76677,38300,0,76650,0
grover-v-chain_indep_qiskit_4.qasm,4,8,34,12,0,26,2
twolocalrandom_indep_qiskit_118.qasm,118,236,474,20709,0,20709,0
ae_indep_qiskit_34.qasm,34,68,198,66,0,594,0
pricingcall_indep_qiskit_5.qasm,5,10,36,12,0,14,6
wstate_indep_qiskit_16.qasm,16,32,33,15,0,30,0
random_indep_qiskit_130.qasm,130,260,1804,10536,498,19807,1135
graphstate_indep_qiskit_110.qasm,110,220,10,0,0,110,0
qpeinexact_indep_qiskit_39.qasm,39,77,116,0,0,760,0
su2random_indep_qiskit_64.qasm,64,128,258,6048,0,6048,0
ghz_indep_qiskit_130.qasm,130,260,131,129,0,129,0
qpeexact_indep_qiskit_64.qasm,64,127,191,0,0,2047,0
ghz_indep_qiskit_48.qasm,48,96,49,47,0,47,0
qpeinexact_indep_qiskit_128.qasm,128,255,383,0,0,8191,0
dj_indep_qiskit_82.qasm,82,163,84,81,0,81,0
graphstate_indep_qiskit_106.qasm,106,212,10,0,0,106,0
random_indep_qiskit_126.qasm,126,252,1729,10034,507,18764,1041
graphstate_indep_qiskit_16.qasm,16,32,7,0,0,16,0
ae_indep_qiskit_22.qasm,22,44,126,42,0,252,0
qpeexact_indep_qiskit_72.qasm,72,143,215,0,0,2591,0
ghz_indep_qiskit_126.qasm,126,252,127,125,0,125,0
su2random_indep_qiskit_72.qasm,72,144,290,7668,0,7668,0
twolocalrandom_indep_qiskit_56.qasm,56,112,226,4620,0,4620,0
realamprandom_indep_qiskit_110.qasm,110,220,442,17985,0,17985,0
qnn_indep_qiskit_113.qasm,113,226,1125,25424,0,25424,0
qpeinexact_indep_qiskit_6.qasm,6,11,17,0,0,17,0
wstate_indep_qiskit_57.qasm,57,114,115,56,0,112,0
graphstate_indep_qiskit_41.qasm,41,82,8,0,0,41,0
ae_indep_qiskit_75.qasm,75,150,444,148,0,2849,0
qft_indep_qiskit_130.qasm,130,390,261,0,0,8450,0
qpeinexact_indep_qiskit_78.qasm,78,155,233,0,0,3041,0
random_indep_qiskit_85.qasm,85,170,1099,4567,199,8360,490
realamprandom_indep_qiskit_94.qasm,94,188,378,13113,0,13113,0
su2random_indep_qiskit_25.qasm,25,50,102,900,0,900,0
qft_indep_qiskit_85.qasm,85,255,171,0,0,3612,0
qpeinexact_indep_qiskit_97.qasm,97,193,290,0,0,4704,0
qpeexact_indep_qiskit_117.qasm,117,233,350,0,0,6844,0
qpeexact_indep_qiskit_25.qasm,25,49,66,0,0,308,0
qpeexact_indep_qiskit_52.qasm,52,103,155,0,0,1351,0
ghz_indep_qiskit_106.qasm,106,212,107,105,0,105,0
su2random_indep_qiskit_52.qasm,52,104,210,3978,0,3978,0
graphstate_indep_qiskit_9.qasm,9,18,6,0,0,9,0
graphstate_indep_qiskit_126.qasm,126,252,9,0,0,126,0
random_indep_qiskit_106.qasm,106,212,1492,6979,318,12985,765
wstate_indep_qiskit_20.qasm,20,40,41,19,0,38,0
graphstate_indep_qiskit_36.qasm,36,72,7,0,0,36,0
ghz_indep_qiskit_68.qasm,68,136,69,67,0,67,0
qpeinexact_indep_qiskit_108.qasm,108,215,323,0,0,5831,0
groundstate_large_indep_qiskit_14.qasm,14,28,43,0,0,182,0
grover-noancilla_indep_qiskit_7.qasm,7,14,1124,552,0,1116,0
ghz_indep_qiskit_87.qasm,87,174,88,86,0,86,0
twolocalrandom_indep_qiskit_21.qasm,21,42,86,630,0,630,0
wstate_indep_qiskit_114.qasm,114,228,229,113,0,226,0
qftentangled_indep_qiskit_83.qasm,83,166,169,82,0,3526,0
wstate_indep_qiskit_98.qasm,98,196,197,97,0,194,0
portfolioqaoa_indep_qiskit_6.qasm,6,18,27,0,0,45,0
wstate_indep_qiskit_77.qasm,77,154,155,76,0,152,0
graphstate_indep_qiskit_61.qasm,61,122,10,0,0,61,0
ae_indep_qiskit_55.qasm,55,110,324,108,0,1539,0
qft_indep_qiskit_110.qasm,110,330,221,0,0,6050,0
qpeinexact_indep_qiskit_58.qasm,58,115,173,0,0,1681,0
qftentangled_indep_qiskit_114.qasm,114,228,231,113,0,6611,0
twolocalrandom_indep_qiskit_99.qasm,99,198,398,14553,0,14553,0
su2random_indep_qiskit_118.qasm,118,236,474,20709,0,20709,0
twolocalrandom_indep_qiskit_76.qasm,76,152,306,8550,0,8550,0
qnn_indep_qiskit_82.qasm,82,164,815,13365,0,13365,0
realamprandom_indep_qiskit_130.qasm,130,260,522,25155,0,25155,0
qpeexact_indep_qiskit_13.qasm,13,25,34,0,0,82,0
graphstate_indep_qiskit_98.qasm,98,196,8,0,0,98,0
qpeexact_indep_qiskit_121.qasm,121,241,362,0,0,7320,0
qftentangled_indep_qiskit_95.qasm,95,190,193,94,0,4606,0
wstate_indep_qiskit_102.qasm,102,204,205,101,0,202,0
su2random_indep_qiskit_13.qasm,13,26,54,234,0,234,0
qft_indep_qiskit_106.qasm,106,318,213,0,0,5618,0
ae_indep_qiskit_43.qasm,43,86,252,84,0,945,0
graphstate_indep_qiskit_77.qasm,77,154,8,0,0,77,0
wstate_indep_qiskit_61.qasm,61,122,123,60,0,120,0
ae_indep_qiskit_108.qasm,108,216,642,214,0,5885,0
ghz_indep_qiskit_29.qasm,29,58,30,28,0,28,0
twolocalrandom_indep_qiskit_5.qasm,5,10,22,30,0,30,0
qftentangled_indep_qiskit_102.qasm,102,204,207,101,0,5303,0
qnn_indep_qiskit_125.qasm,125,250,1245,31124,0,31124,0
realamprandom_indep_qiskit_126.qasm,126,252,506,23625,0,23625,0
qpeexact_indep_qiskit_3.qasm,3,5,7,0,0,3,1
qnn_indep_qiskit_94.qasm,94,188,935,17577,0,17577,0
twolocalrandom_indep_qiskit_60.qasm,60,120,242,5310,0,5310,0
su2random_indep_qiskit_44.qasm,44,88,178,2838,0,2838,0
su2random_indep_qiskit_2.qasm,2,4,8,3,0,4,0
ghz_indep_qiskit_110.qasm,110,220,111,109,0,109,0
qpeexact_indep_qiskit_44.qasm,44,87,131,0,0,967,0
ae_indep_qiskit_14.qasm,14,28,78,26,0,104,0
graphstate_indep_qiskit_20.qasm,20,40,7,0,0,20,0
dj_indep_qiskit_9.qasm,9,17,11,8,0,8,0
wstate_indep_qiskit_36.qasm,36,72,73,35,0,70,0
random_indep_qiskit_110.qasm,110,220,1459,7601,361,14112,799
graphstate_indep_qiskit_130.qasm,130,260,9,0,0,130,0
qpeinexact_indep_qiskit_19.qasm,19,37,56,0,0,180,0
portfoliovqe_indep_qiskit_11.qasm,11,22,46,0,0,165,0
qwalk-v-chain_indep_qiskit_9.qasm,9,18,110,6,0,6,96
twolocalrandom_indep_qiskit_37.qasm,37,74,150,1998,0,1998,0
ghz_indep_qiskit_91.qasm,91,182,92,90,0,90,0
ae_indep_qiskit_124.qasm,124,248,738,246,0,7749,0
realamprandom_indep_qiskit_7.qasm,7,14,30,63,0,63,0
qftentangled_indep_qiskit_56.qasm,56,112,115,55,0,1623,0
realamprandom_indep_qiskit_61.qasm,61,122,246,5490,0,5490,0
random_indep_qiskit_70.qasm,70,140,922,3031,175,5676,323
qpeinexact_indep_qiskit_62.qasm,62,123,185,0,0,1921,0
qft_indep_qiskit_70.qasm,70,210,141,0,0,2450,0
ae_indep_qiskit_80.qasm,80,160,474,158,0,3239,0
dj_indep_qiskit_20.qasm,20,39,22,19,0,19,0
qnn_indep_qiskit_109.qasm,109,218,1085,23652,0,23652,0
qnn_indep_qiskit_57.qasm,57,114,565,6440,0,6440,0
su2random_indep_qiskit_122.qasm,122,244,490,22143,0,22143,0
qpeinexact_indep_qiskit_35.qasm,35,69,104,0,0,612,0
qft_indep_qiskit_27.qasm,27,81,55,0,0,364,0
su2random_indep_qiskit_87.qasm,87,174,350,11223,0,11223,0
realamprandom_indep_qiskit_36.qasm,36,72,146,1890,0,1890,0
random_indep_qiskit_27.qasm,27,54,320,465,25,797,44
pricingcall_indep_qiskit_9.qasm,9,18,83,36,0,40,18
dj_indep_qiskit_121.qasm,121,241,123,120,0,120,0
ae_indep_qiskit_38.qasm,38,76,222,74,0,740,0
qpeexact_indep_qiskit_87.qasm,87,173,260,0,0,3784,0
qpeexact_indep_qiskit_68.qasm,68,135,203,0,0,2311,0
su2random_indep_qiskit_68.qasm,68,136,274,6834,0,6834,0
dj_indep_qiskit_77.qasm,77,153,79,76,0,76,0
ghz_indep_qiskit_52.qasm,52,104,53,51,0,51,0
twolocalrandom_indep_qiskit_114.qasm,114,228,458,19323,0,19323,0
dj_indep_qiskit_98.qasm,98,195,100,97,0,97,0
qpeexact_indep_qiskit_91.qasm,91,181,272,0,0,4140,0
qftentangled_indep_qiskit_17.qasm,17,34,37,16,0,160,0
random_indep_qiskit_31.qasm,31,62,360,574,29,1046,68
realamprandom_indep_qiskit_20.qasm,20,40,82,570,0,570,0
su2random_indep_qiskit_91.qasm,91,182,366,12285,0,12285,0
qft_indep_qiskit_31.qasm,31,93,63,0,0,480,0
qpeinexact_indep_qiskit_23.qasm,23,45,68,0,0,264,0
dj_indep_qiskit_61.qasm,61,121,63,60,0,60,0
qpeinexact_indep_qiskit_124.qasm,124,247,371,0,0,7687,0
qnn_indep_qiskit_16.qasm,16,32,155,495,0,495,0
twolocalrandom_indep_qiskit_102.qasm,102,204,410,15453,0,15453,0
ghz_indep_qiskit_44.qasm,44,88,45,43,0,43,0
qft_indep_qiskit_66.qasm,66,198,133,0,0,2178,0
qpeinexact_indep_qiskit_74.qasm,74,147,221,0,0,2737,0
random_indep_qiskit_66.qasm,66,132,848,2535,139,4800,282
realamprandom_indep_qiskit_77.qasm,77,154,310,8778,0,8778,0
qftentangled_indep_qiskit_40.qasm,40,80,83,39,0,839,0
ae_indep_qiskit_79.qasm,79,158,468,156,0,3159,0
qpeexact_indep_qiskit_29.qasm,29,57,86,0,0,420,0
qwalk-v-chain_indep_qiskit_17.qasm,17,34,398,6,0,6,384
ae_indep_qiskit_96.qasm,96,192,570,190,0,4655,0
su2random_indep_qiskit_29.qasm,29,58,118,1218,0,1218,0
qft_indep_qiskit_89.qasm,89,267,179,0,0,3960,0
random_indep_qiskit_89.qasm,89,178,1151,4996,214,9158,523
realamprandom_indep_qiskit_98.qasm,98,196,394,14259,0,14259,0
dj_indep_qiskit_36.qasm,36,71,38,35,0,35,0
tsp_indep_qiskit_9.qasm,9,18,23,0,0,40,0
ghz_indep_qiskit_13.qasm,13,26,14,12,0,12,0
qnn_indep_qiskit_41.qasm,41,82,405,3320,0,3320,0
dj_indep_qiskit_37.qasm,37,73,39,36,0,36,0
ghz_indep_qiskit_12.qasm,12,24,13,11,0,11,0
qnn_indep_qiskit_40.qasm,40,80,395,3159,0,3159,0
qpeinexact_indep_qiskit_75.qasm,75,149,224,0,0,2812,0
qft_indep_qiskit_67.qasm,67,201,135,0,0,2244,0
random_indep_qiskit_67.qasm,67,134,876,2806,123,5203,318
realamprandom_indep_qiskit_76.qasm,76,152,306,8550,0,8550,0
qftentangled_indep_qiskit_41.qasm,41,82,85,40,0,880,0
ae_indep_qiskit_78.qasm,78,156,462,154,0,3080,0
qpeexact_indep_qiskit_28.qasm,28,55,81,0,0,390,0
ae_indep_qiskit_97.qasm,97,194,576,192,0,4752,0
su2random_indep_qiskit_28.qasm,28,56,114,1134,0,1134,0
qft_indep_qiskit_88.qasm,88,264,177,0,0,3872,0
random_indep_qiskit_88.qasm,88,176,1091,4792,219,8850,517
realamprandom_indep_qiskit_99.qasm,99,198,398,14553,0,14553,0
dj_indep_qiskit_60.qasm,60,119,62,59,0,59,0
qpeinexact_indep_qiskit_125.qasm,125,249,374,0,0,7812,0
qnn_indep_qiskit_17.qasm,17,34,165,560,0,560,0
twolocalrandom_indep_qiskit_103.qasm,103,206,414,15759,0,15759,0
ghz_indep_qiskit_45.qasm,45,90,46,44,0,44,0
qpeexact_indep_qiskit_90.qasm,90,179,269,0,0,4049,0
qftentangled_indep_qiskit_16.qasm,16,32,35,15,0,143,0
random_indep_qiskit_30.qasm,30,60,312,542,23,961,59
realamprandom_indep_qiskit_21.qasm,21,42,86,630,0,630,0
qpeinexact_indep_qiskit_22.qasm,22,43,65,0,0,241,0
su2random_indep_qiskit_90.qasm,90,180,362,12015,0,12015,0
qft_indep_qiskit_30.qasm,30,90,61,0,0,450,0
dj_indep_qiskit_76.qasm,76,151,78,75,0,75,0
ghz_indep_qiskit_53.qasm,53,106,54,52,0,52,0
grover-v-chain_indep_qiskit_9.qasm,9,18,801,372,0,750,42
twolocalrandom_indep_qiskit_115.qasm,115,230,462,19665,0,19665,0
dj_indep_qiskit_99.qasm,99,197,101,98,0,98,0
qft_indep_qiskit_26.qasm,26,78,53,0,0,338,0
su2random_indep_qiskit_86.qasm,86,172,346,10965,0,10965,0
qpeinexact_indep_qiskit_34.qasm,34,67,101,0,0,577,0
realamprandom_indep_qiskit_37.qasm,37,74,150,1998,0,1998,0
random_indep_qiskit_26.qasm,26,52,297,452,24,770,44
ae_indep_qiskit_39.qasm,39,78,228,76,0,779,0
dj_indep_qiskit_120.qasm,120,239,122,119,0,119,0
qpeexact_indep_qiskit_86.qasm,86,171,257,0,0,3697,0
qpeexact_indep_qiskit_69.qasm,69,137,206,0,0,2380,0
su2random_indep_qiskit_69.qasm,69,138,278,7038,0,7038,0
dj_indep_qiskit_21.qasm,21,41,23,20,0,20,0
qnn_indep_qiskit_108.qasm,108,216,1075,23219,0,23219,0
qnn_indep_qiskit_56.qasm,56,112,555,6215,0,6215,0
su2random_indep_qiskit_123.qasm,123,246,494,22509,0,22509,0
realamprandom_indep_qiskit_6.qasm,6,12,26,45,0,45,0
ae_indep_qiskit_125.qasm,125,250,744,248,0,7874,0
qftentangled_indep_qiskit_57.qasm,57,114,117,56,0,1680,0
realamprandom_indep_qiskit_60.qasm,60,120,242,5310,0,5310,0
random_indep_qiskit_71.qasm,71,142,907,3183,167,5770,346
qft_indep_qiskit_71.qasm,71,213,143,0,0,2520,0
qpeinexact_indep_qiskit_63.qasm,63,125,188,0,0,1984,0
ae_indep_qiskit_81.qasm,81,162,480,160,0,3320,0
portfoliovqe_indep_qiskit_10.qasm,10,20,42,0,0,135,0
twolocalrandom_indep_qiskit_36.qasm,36,72,146,1890,0,1890,0
ghz_indep_qiskit_90.qasm,90,180,91,89,0,89,0
pricingput_indep_qiskit_5.qasm,5,10,36,12,0,14,6
su2random_indep_qiskit_45.qasm,45,90,182,2970,0,2970,0
su2random_indep_qiskit_3.qasm,3,6,14,9,0,9,1
ghz_indep_qiskit_111.qasm,111,222,112,110,0,110,0
qpeexact_indep_qiskit_45.qasm,45,89,134,0,0,1012,0
dj_indep_qiskit_8.qasm,8,15,10,7,0,7,0
graphstate_indep_qiskit_21.qasm,21,42,8,0,0,21,0
wstate_indep_qiskit_37.qasm,37,74,75,36,0,72,0
ae_indep_qiskit_15.qasm,15,30,84,28,0,119,0
random_indep_qiskit_111.qasm,111,222,1484,7692,363,14251,823
qpeinexact_indep_qiskit_18.qasm,18,35,53,0,0,161,0
ghz_indep_qiskit_28.qasm,28,56,29,27,0,27,0
twolocalrandom_indep_qiskit_4.qasm,4,8,18,18,0,18,0
qftentangled_indep_qiskit_103.qasm,103,206,209,102,0,5406,0
qnn_indep_qiskit_124.qasm,124,248,1235,30627,0,30627,0
realamprandom_indep_qiskit_127.qasm,127,254,510,24003,0,24003,0
qpeexact_indep_qiskit_2.qasm,2,3,4,0,0,2,0
qnn_indep_qiskit_95.qasm,95,190,945,17954,0,17954,0
twolocalrandom_indep_qiskit_61.qasm,61,122,246,5490,0,5490,0
qpeexact_indep_qiskit_12.qasm,12,23,33,0,0,70,0
graphstate_indep_qiskit_99.qasm,99,198,11,0,0,99,0
qpeexact_indep_qiskit_120.qasm,120,239,359,0,0,7199,0
qftentangled_indep_qiskit_94.qasm,94,188,191,93,0,4511,0
vqe_indep_qiskit_16.qasm,16,32,21,30,0,30,0
wstate_indep_qiskit_103.qasm,103,206,207,102,0,204,0
su2random_indep_qiskit_12.qasm,12,24,50,198,0,198,0
qft_indep_qiskit_107.qasm,107,321,215,0,0,5724,0
graphstate_indep_qiskit_76.qasm,76,152,8,0,0,76,0
wstate_indep_qiskit_60.qasm,60,120,121,59,0,118,0
ae_indep_qiskit_42.qasm,42,84,246,82,0,902,0
ae_indep_qiskit_109.qasm,109,218,648,216,0,5994,0
qftentangled_indep_qiskit_115.qasm,115,230,233,114,0,6726,0
twolocalrandom_indep_qiskit_98.qasm,98,196,394,14259,0,14259,0
su2random_indep_qiskit_119.qasm,119,238,478,21063,0,21063,0
twolocalrandom_indep_qiskit_77.qasm,77,154,310,8778,0,8778,0
qnn_indep_qiskit_83.qasm,83,166,825,13694,0,13694,0
wstate_indep_qiskit_115.qasm,115,230,231,114,0,228,0
qftentangled_indep_qiskit_82.qasm,82,164,167,81,0,3443,0
wstate_indep_qiskit_99.qasm,99,198,199,98,0,196,0
portfolioqaoa_indep_qiskit_7.qasm,7,21,31,0,0,63,0
ae_indep_qiskit_54.qasm,54,108,318,106,0,1484,0
wstate_indep_qiskit_76.qasm,76,152,153,75,0,150,0
graphstate_indep_qiskit_60.qasm,60,120,9,0,0,60,0
qft_indep_qiskit_111.qasm,111,333,223,0,0,6160,0
qpeinexact_indep_qiskit_59.qasm,59,117,176,0,0,1740,0
ghz_indep_qiskit_69.qasm,69,138,70,68,0,68,0
qpeinexact_indep_qiskit_109.qasm,109,217,326,0,0,5940,0
pricingput_indep_qiskit_15.qasm,15,30,347,160,0,167,36
pricingcall_indep_qiskit_13.qasm,13,26,203,92,0,98,30
grover-noancilla_indep_qiskit_6.qasm,6,12,402,192,0,352,0
